GeneID	#PubMed	Symbol
55600	249	ITLN1
27316	249	RBMX
6129	248	RPL7
407004	248	MIR22
1843	248	DUSP1
3920	248	LAMP2
6191	248	RPS4X
7100	248	TLR5
5289	248	PIK3C3
383	248	ARG1
8087	248	FXR1
3567	248	IL5
121504	247	H4C16
7284	247	TUFM
7448	247	VTN
8065	247	CUL5
51311	246	TLR8
6817	246	SULT1A1
6202	246	RPS8
4773	246	NFATC2
10574	246	CCT7
3662	246	IRF4
26762	246	HAVCR1
6130	246	RPL7A
10236	246	HNRNPR
5605	246	MAP2K2
7466	246	WFS1
7039	246	TGFA
406	246	BMAL1
6128	245	RPL6
7503	245	XIST
5469	245	MED1
2668	245	GDNF
112744	245	IL17F
406948	245	MIR15A
4628	245	MYH10
4174	245	MCM5
942	245	CD86
6780	245	STAU1
186	245	AGTR2
5144	245	PDE4D
10189	244	ALYREF
51752	244	ERAP1
4175	244	MCM6
4352	244	MPL
2091	244	FBL
3811	244	KIR3DL1
1028	244	CDKN1C
9219	243	MTA2
85363	243	TRIM5
407024	243	MIR29B1
26354	243	GNL3
4015	243	LOX
6510	243	SLC1A5
5321	243	PLA2G4A
5649	243	RELN
5684	242	PSMA3
6184	242	RPN1
3992	242	FADS1
9126	242	SMC3
27044	242	SND1
2705	242	GJB1
1937	242	EEF1G
10514	241	MYBBP1A
2782	241	GNB1
70	241	ACTC1
80781	241	COL18A1
1653	241	DDX1
169026	241	SLC30A8
3708	241	ITPR1
10128	241	LRPPRC
7280	241	TUBB2A
5447	241	POR
5395	240	PMS2
27086	240	FOXP1
4155	240	MBP
6351	240	CCL4
9968	240	MED12
10000	240	AKT3
1378	240	CR1
5320	240	PLA2G2A
3251	239	HPRT1
6711	239	SPTBN1
6721	239	SREBF2
9343	239	EFTUD2
6010	239	RHO
4646	239	MYO6
27339	239	PRPF19
5709	239	PSMD3
4179	239	CD46
3945	239	LDHB
10801	239	SEPTIN9
387715	239	ARMS2
10563	239	CXCL13
871	238	SERPINH1
4149	238	MAX
7297	238	TYK2
406934	238	MIR142
790	238	CAD
1558	238	CYP2C8
8554	238	PIAS1
51094	238	ADIPOR1
9656	238	MDC1
5451	238	POU2F1
5744	238	PTHLH
995	238	CDC25C
5588	238	PRKCQ
1672	238	DEFB1
26135	237	SERBP1
9775	237	EIF4A3
56829	237	ZC3HAV1
5644	237	PRSS1
7277	237	TUBA4A
967	237	CD63
4162	237	MCAM
26121	237	PRPF31
8085	237	KMT2D
64805	236	P2RY12
23512	236	SUZ12
6134	236	RPL10
11065	236	UBE2C
5434	236	POLR2E
7166	236	TPH1
150	236	ADRA2A
115004	236	CGAS
2296	236	FOXC1
6422	236	SFRP1
3965	236	LGALS9
3753	235	KCNE1
1434	235	CSE1L
7913	235	DEK
79577	235	CDC73
2002	235	ELK1
8742	235	TNFSF12
220988	235	HNRNPA3
2746	235	GLUD1
407015	235	MIR26A1
9146	234	HGS
710	234	SERPING1
406982	234	MIR20A
274	234	BIN1
47	234	ACLY
3959	234	LGALS3BP
2512	234	FTL
89780	234	WNT3A
4864	234	NPC1
27113	233	BBC3
3020	233	H3-3A
2770	233	GNAI1
9584	233	RBM39
5905	233	RANGAP1
9415	233	FADS2
2122	233	MECOM
2495	233	FTH1
3337	232	DNAJB1
941	232	CD80
10544	232	PROCR
3577	232	CXCR1
126	232	ADH1C
624	232	BDKRB2
6045	232	RNF2
5771	232	PTPN2
10456	232	HAX1
5587	231	PRKD1
5424	231	POLD1
23118	231	TAB2
5296	231	PIK3R2
1361	231	CPB2
406940	231	MIR148A
3976	231	LIF
7465	231	WEE1
10257	231	ABCC4
5706	230	PSMC6
7185	230	TRAF1
43	230	ACHE
7538	230	ZFP36
10992	230	SF3B2
6195	230	RPS6KA1
10406	230	WFDC2
1909	230	EDNRA
160	229	AP2A1
3156	229	HMGCR
3843	229	IPO5
54822	229	TRPM7
6683	229	SPAST
3615	229	IMPDH2
6402	229	SELL
6625	229	SNRNP70
5598	229	MAPK7
7408	229	VASP
808	229	CALM3
4208	229	MEF2C
652995	229	UCA1
406989	229	MIR206
3732	229	CD82
2160	229	F11
6872	228	TAF1
5196	228	PF4
6891	228	TAP2
1314	228	COPA
10165	228	SLC25A13
3416	228	IDE
5919	228	RARRES2
10498	228	CARM1
1012	227	CDH13
4673	227	NAP1L1
9235	227	IL32
2771	227	GNAI2
3305	227	HSPA1L
1861	227	TOR1A
6208	227	RPS14
6653	227	SORL1
54583	227	EGLN1
4173	227	MCM4
6722	226	SRF
1901	226	S1PR1
1621	226	DBH
55000	226	TUG1
1136	226	CHRNA3
1829	226	DSG2
3516	226	RBPJ
406973	226	MIR196A2
86	225	ACTL6A
5693	225	PSMB5
8570	225	KHSRP
943	225	TNFRSF8
10131	225	TRAP1
3848	225	KRT1
6233	225	RPS27A
2646	225	GCKR
6197	225	RPS6KA3
5376	225	PMP22
3735	225	KARS1
55737	224	VPS35
3778	224	KCNMA1
6201	224	RPS7
253260	224	RICTOR
374	224	AREG
6670	224	SP3
9532	224	BAG2
6319	224	SCD
5887	224	RAD23B
6773	223	STAT2
2643	223	GCH1
6789	223	STK4
12	223	SERPINA3
171023	223	ASXL1
6863	223	TAC1
7013	223	TERF1
2161	223	F12
283	223	ANG
406983	223	MIR200A
8038	223	ADAM12
2175	223	FANCA
8989	223	TRPA1
1594	223	CYP27B1
5551	223	PRF1
727897	222	MUC5B
7225	222	TRPC6
22974	222	TPX2
337	222	APOA4
360	222	AQP3
780	221	DDR1
10808	221	HSPH1
10970	221	CKAP4
8349	221	H2BC21
8761	221	PABPC4
246	221	ALOX15
9972	221	NUP153
22926	221	ATF6
27035	221	NOX1
23705	221	CADM1
7299	220	TYR
29102	220	DROSHA
55832	220	CAND1
4261	220	CIITA
1482	220	NKX2-5
1392	220	CRH
993	220	CDC25A
55107	220	ANO1
1022	220	CDK7
6272	220	SORT1
1440	220	CSF3
6222	220	RPS18
30009	220	TBX21
4599	220	MX1
2058	219	EPRS1
2395	219	FXN
10935	219	PRDX3
317	219	APAF1
3206	219	HOXA10
9555	219	MACROH2A1
2213	219	FCGR2B
2938	219	GSTA1
6137	219	RPL13
9349	219	RPL23
231	219	AKR1B1
6517	219	SLC2A4
4929	219	NR4A2
3459	219	IFNGR1
2169	219	FABP2
7096	219	TLR1
2071	218	ERCC3
51206	218	GP6
6663	218	SOX10
2621	218	GAS6
1356	218	CP
7070	218	THY1
326	218	AIRE
9641	218	IKBKE
6205	218	RPS11
9184	218	BUB3
3842	218	TNPO1
5682	217	PSMA1
7525	217	YES1
23450	217	SF3B3
31	217	ACACA
1454	217	CSNK1E
5308	217	PITX2
7283	217	TUBG1
6649	217	SOD3
3799	217	KIF5B
2101	217	ESRRA
8662	217	EIF3B
9217	217	VAPB
6217	217	RPS16
896	217	CCND3
6203	216	RPS9
6207	216	RPS13
2288	216	FKBP4
10454	216	TAB1
9730	216	DCAF1
6869	216	TACR1
1488	216	CTBP2
6530	216	SLC6A2
80381	216	CD276
1984	216	EIF5A
988	216	CDC5L
4283	216	CXCL9
57154	216	SMURF1
8650	216	NUMB
6732	216	SRPK1
6304	216	SATB1
2660	216	MSTN
3861	216	KRT14
2931	216	GSK3A
805	215	CALM2
3428	215	IFI16
6389	215	SDHA
5520	215	PPP2R2A
2274	215	FHL2
1462	215	VCAN
3205	215	HOXA9
720	215	C4A
6742	215	SSBP1
9045	215	RPL14
2736	215	GLI2
11052	215	CPSF6
4192	214	MDK
6628	214	SNRPB
23367	214	LARP1
9113	214	LATS1
55210	214	ATAD3A
11198	214	SUPT16H
8655	214	DYNLL1
7012	214	TERC
6337	214	SCNN1A
6224	214	RPS20
163	214	AP2B1
7919	214	DDX39B
22919	213	MAPRE1
84062	213	DTNBP1
6132	213	RPL8
4659	213	PPP1R12A
2215	213	FCGR3B
7417	213	VDAC2
8741	213	TNFSF13
5563	213	PRKAA2
5686	213	PSMA5
3006	212	H1-2
9100	212	USP10
668	212	FOXL2
3125	212	HLA-DRB3
293	212	SLC25A6
8549	212	LGR5
80312	212	TET1
2346	212	FOLH1
1656	212	DDX6
29108	212	PYCARD
1936	212	EEF1D
6136	212	RPL12
5426	212	POLE
9967	212	THRAP3
5717	212	PSMD11
10014	212	HDAC5
7155	211	TOP2B
629	211	CFB
28996	211	HIPK2
2549	211	GAB1
5432	211	POLR2C
2648	211	KAT2A
6356	211	CCL11
3351	211	HTR1B
6141	211	RPL18
5250	210	SLC25A3
6634	210	SNRPD3
3683	210	ITGAL
2737	210	GLI3
6601	210	SMARCC2
5530	210	PPP3CA
79026	210	AHNAK
5971	210	RELB
1315	210	COPB1
2317	210	FLNB
3646	210	EIF3E
407050	209	MIR93
815	209	CAMK2A
10130	209	PDIA6
23513	209	SCRIB
10432	209	RBM14
4321	209	MMP12
6098	209	ROS1
1137	209	CHRNA4
341	209	APOC1
6416	208	MAP2K4
6146	208	RPL22
3127	208	HLA-DRB5
7030	208	TFE3
7067	208	THRA
54205	208	CYCS
2318	208	FLNC
6240	208	RRM1
1719	208	DHFR
10211	208	FLOT1
1839	208	HBEGF
10097	208	ACTR2
1871	208	E2F3
406995	207	MIR181A1
10857	207	PGRMC1
406941	207	MIR149
2313	207	FLI1
6404	207	SELPLG
10294	207	DNAJA2
84790	207	TUBA1C
4736	207	RPL10A
9582	207	APOBEC3B
200316	207	APOBEC3F
5685	207	PSMA4
574411	207	MIR451A
2947	207	GSTM3
9353	206	SLIT2
5429	206	POLH
7038	206	TG
6632	206	SNRPD1
10452	206	TOMM40
406936	206	MIR144
22938	206	SNW1
10253	206	SPRY2
5479	206	PPIB
55193	206	PBRM1
5079	206	PAX5
10096	206	ACTR3
6181	206	RPLP2
1316	206	KLF6
1235	205	CCR6
5293	205	PIK3CD
5966	205	REL
5981	205	RFC1
664	205	BNIP3
2627	205	GATA6
997	205	CDC34
406976	205	MIR199A1
111099028	205	LOC111099028
818	205	CAMK2G
4544	205	MTNR1B
111099027	205	LOC111099027
9780	205	PIEZO1
11100	205	HNRNPUL1
1152	205	CKB
7272	205	TTK
4129	205	MAOB
10528	204	NOP56
57650	204	CIP2A
83990	204	BRIP1
65125	204	WNK1
10728	204	PTGES3
23569	204	PADI4
4134	203	MAP4
653509	203	SFTPA1
6210	203	RPS15A
7343	203	UBTF
3589	203	IL11
1647	203	GADD45A
972	202	CD74
721	202	C4B
10989	202	IMMT
389	202	RHOC
5036	202	PA2G4
3981	202	LIG4
1232	202	CCR3
2879	202	GPX4
5861	202	RAB1A
3280	202	HES1
1294	202	COL7A1
23521	201	RPL13A
574501	201	MIR499A
3047	201	HBG1
10527	201	IPO7
706	201	TSPO
5932	201	RBBP8
639	201	PRDM1
6278	201	S100A7
1513	201	CTSK
389421	200	LIN28B
5683	200	PSMA2
23193	200	GANAB
3028	200	HSD17B10
5576	200	PRKAR2A
5885	200	RAD21
5337	200	PLD1
5437	200	POLR2H
8301	200	PICALM
862	200	RUNX1T1
6605	200	SMARCE1
2548	200	GAA
6230	199	RPS25
8915	199	BCL10
30061	199	SLC40A1
5168	199	ENPP2
51441	199	YTHDF2
6752	199	SSTR2
10382	199	TUBB4A
9908	199	G3BP2
538	199	ATP7A
396	198	ARHGDIA
6804	198	STX1A
3339	198	HSPG2
6147	198	RPL23A
214	198	ALCAM
3306	198	HSPA2
4686	198	NCBP1
10298	198	PAK4
1917	198	EEF1A2
4916	198	NTRK3
7403	198	KDM6A
1409	198	CRYAA
6431	197	SRSF6
4583	197	MUC2
6556	197	SLC11A1
3376	197	IARS1
9774	197	BCLAF1
5160	197	PDHA1
406893	197	MIR101-1
6633	197	SNRPD2
5917	197	RARS1
6949	197	TCOF1
6204	197	RPS10
3182	197	HNRNPAB
3916	197	LAMP1
11035	197	RIPK3
3015	197	H2AZ1
8106	196	PABPN1
6138	196	RPL15
7220	196	TRPC1
7296	196	TXNRD1
6218	196	RPS17
1975	196	EIF4B
58191	196	CXCL16
4585	196	MUC4
2773	196	GNAI3
4076	196	CAPRIN1
6185	195	RPN2
6584	195	SLC22A5
5020	195	OXT
57167	195	SALL4
3858	195	KRT10
3454	195	IFNAR1
5734	195	PTGER4
5048	195	PAFAH1B1
1643	194	DDB2
2048	194	EPHB2
6007	194	RHD
7374	194	UNG
3578	194	IL9
1856	194	DVL2
3126	194	HLA-DRB4
573	194	BAG1
3651	194	PDX1
10049	194	DNAJB6
3603	194	IL16
7167	193	TPI1
1374	193	CPT1A
824	193	CAPN2
6241	193	RRM2
3726	193	JUNB
3840	193	KPNA4
4214	193	MAP3K1
7942	193	TFEB
6158	193	RPL28
111589215	193	LOC111589215
1192	193	CLIC1
407010	193	MIR23A
2030	193	SLC29A1
79084	193	WDR77
3291	193	HSD11B2
9093	192	DNAJA3
835	192	CASP2
8644	192	AKR1C3
3827	192	KNG1
9255	192	AIMP1
3310	192	HSPA6
6095	192	RORA
5214	192	PFKP
7369	192	UMOD
4654	192	MYOD1
6193	192	RPS5
26524	192	LATS2
5718	192	PSMD12
57674	192	RNF213
7352	192	UCP3
7364	192	UGT2B7
3664	192	IRF6
7356	192	SCGB1A1
8864	191	PER2
6386	191	SDCBP
5689	191	PSMB1
406931	191	MIR139
3931	191	LCAT
1289	191	COL5A1
10371	191	SEMA3A
51602	191	NOP58
5154	191	PDGFA
8405	191	SPOP
5074	191	PAWR
5564	191	PRKAB1
2739	191	GLO1
4751	191	NEK2
6434	191	TRA2B
1674	191	DES
868	191	CBLB
359	191	AQP2
9958	191	USP15
653361	191	NCF1
8295	191	TRRAP
55226	191	NAT10
10213	190	PSMD14
3488	190	IGFBP5
3980	190	LIG3
8021	190	NUP214
3930	190	LBR
4218	190	RAB8A
5582	190	PRKCG
1717	190	DHCR7
832	190	CAPZB
1828	190	DSG1
7439	190	BEST1
8241	190	RBM10
23524	190	SRRM2
4277	189	MICB
1520	189	CTSS
3032	189	HADHB
8767	189	RIPK2
2959	189	GTF2B
6829	189	SUPT5H
291	189	SLC25A4
94	189	ACVRL1
6736	189	SRY
9423	189	NTN1
64750	189	SMURF2
2821	188	GPI
5318	188	PKP2
10365	188	KLF2
191	188	AHCY
27429	188	HTRA2
6152	188	RPL24
6366	188	CCL21
7031	188	TFF1
9261	188	MAPKAPK2
5008	188	OSM
3024	188	H1-1
1131	188	CHRM3
912	188	CD1D
1759	188	DNM1
23019	188	CNOT1
6432	188	SRSF7
3665	188	IRF7
7350	188	UCP1
7376	188	NR1H2
4839	188	NOP2
23385	187	NCSTN
6385	187	SDC4
712	187	C1QA
7175	187	TPR
7178	187	TPT1
5076	187	PAX2
6155	187	RPL27
336	187	APOA2
55636	187	CHD7
22803	187	XRN2
8148	187	TAF15
6609	187	SMPD1
1311	187	COMP
2060	186	EPS15
1890	186	TYMP
3839	186	KPNA3
4855	186	NOTCH4
54600	186	UGT1A9
407046	186	MIR9-1
6335	186	SCN9A
192111	186	PGAM5
3872	186	KRT17
1627	186	DBN1
4641	186	MYO1C
6472	186	SHMT2
829	185	CAPZA1
4141	185	MARS1
2202	185	EFEMP1
9097	185	USP14
5108	185	PCM1
1287	185	COL4A5
8471	185	IRS4
9218	185	VAPA
29979	185	UBQLN1
8061	185	FOSL1
29072	185	SETD2
56852	184	RAD18
2050	184	EPHB4
6091	184	ROBO1
6477	184	SIAH1
1808	184	DPYSL2
6160	184	RPL31
11073	184	TOPBP1
22861	184	NLRP1
6133	184	RPL9
51196	184	PLCE1
6143	184	RPL19
7391	184	USF1
7704	184	ZBTB16
5354	184	PLP1
3927	184	LASP1
657	184	BMPR1A
2494	183	NR5A2
27122	183	DKK3
8665	183	EIF3F
9049	183	AIP
5713	183	PSMD7
6156	183	RPL30
563	183	AZGP1
406921	183	MIR132
2319	183	FLOT2
8338	183	H2AC20
3490	183	IGFBP7
3087	183	HHEX
3440	183	IFNA2
1081	183	CGA
4131	183	MAP1B
11051	182	NUDT21
2280	182	FKBP1A
9101	182	USP8
3170	182	FOXA2
11009	182	IL24
7074	182	TIAM1
11156	182	PTP4A3
5984	182	RFC4
362	182	AQP5
406903	182	MIR10B
23657	182	SLC7A11
5934	182	RBL2
93986	181	FOXP2
8788	181	DLK1
9276	181	COPB2
84447	181	SYVN1
9861	181	PSMD6
407048	181	MIR92A1
7033	181	TFF3
10461	181	MERTK
10395	181	DLC1
117159	181	DCD
53335	181	BCL11A
23636	181	NUP62
10890	181	RAB10
6277	180	S100A6
8668	180	EIF3I
4925	180	NUCB2
2271	180	FH
90	180	ACVR1
79054	180	TRPM8
6139	180	RPL17
4036	180	LRP2
161	180	AP2A2
5873	180	RAB27A
5592	180	PRKG1
57591	180	MRTFA
10985	180	GCN1
7173	180	TPO
6528	180	SLC5A5
8531	180	YBX3
5209	180	PFKFB3
6495	179	SIX1
5745	179	PTH1R
3759	179	KCNJ2
23314	179	SATB2
51135	179	IRAK4
8663	179	EIF3C
9181	178	ARHGEF2
9619	178	ABCG1
6506	178	SLC1A2
79727	178	LIN28A
22907	178	DHX30
26156	178	RSL1D1
9361	178	LONP1
29127	178	RACGAP1
29851	178	ICOS
9966	178	TNFSF15
7086	178	TKT
6228	178	RPS23
55072	178	RNF31
5719	178	PSMD13
9793	178	CKAP5
6229	178	RPS24
6157	177	RPL27A
2166	177	FAAH
8880	177	FUBP1
3915	177	LAMC1
8313	177	AXIN2
3048	177	HBG2
56288	177	PARD3
3098	177	HK1
9734	177	HDAC9
406979	177	MIR19A
1453	177	CSNK1D
10951	177	CBX1
8398	177	PLA2G6
10318	177	TNIP1
4343	177	MOV10
10549	177	PRDX4
1729	176	DIAPH1
5087	176	PBX1
10482	176	NXF1
3398	176	ID2
22827	176	PUF60
6232	176	RPS27
2744	176	GLS
11004	176	KIF2C
5618	176	PRLR
10949	176	HNRNPA0
5692	176	PSMB4
8932	176	MBD2
5962	176	RDX
54888	176	NSUN2
5716	176	PSMD10
10551	176	AGR2
8575	176	PRKRA
9414	176	TJP2
6470	176	SHMT1
8237	175	USP11
4437	175	MSH3
490	175	ATP2B1
3918	175	LAMC2
24148	175	PRPF6
9846	175	GAB2
2209	175	FCGR1A
3623	175	INHA
176	175	ACAN
5764	175	PTN
5338	175	PLD2
388	175	RHOB
6281	175	S100A10
3785	174	KCNQ2
6392	174	SDHD
5336	174	PLCG2
57492	174	ARID1B
1364	174	CLDN4
3803	174	KIR2DL2
30968	174	STOML2
1760	174	DMPK
865	174	CBFB
4547	174	MTTP
2767	174	GNA11
7468	174	NSD2
407026	174	MIR29C
25913	174	POT1
9221	174	NOLC1
8664	174	EIF3D
9688	174	NUP93
10411	174	RAPGEF3
55611	174	OTUB1
23291	174	FBXW11
5985	173	RFC5
5983	173	RFC3
9020	173	MAP3K14
5817	173	PVR
8976	173	WASL
52	173	ACP1
509	173	ATP5F1C
8434	173	RECK
55215	173	FANCI
9919	173	SEC16A
3804	173	KIR2DL3
10333	173	TLR6
8493	173	PPM1D
977	173	CD151
6103	172	RPGR
5110	172	PCMT1
406900	172	MIR106B
9070	172	ASH2L
6144	172	RPL21
10280	172	SIGMAR1
4735	172	SEPTIN2
92609	172	TIMM50
9961	172	MVP
6839	172	SUV39H1
8815	172	BANF1
1285	172	COL4A3
54880	172	BCOR
8924	172	HERC2
10410	172	IFITM3
290	172	ANPEP
574456	172	MIR497
5657	172	PRTN3
7516	172	XRCC2
4082	172	MARCKS
6231	171	RPS26
5660	171	PSAP
667	171	DST
6383	171	SDC2
7182	171	NR2C2
3560	171	IL2RB
2191	171	FAP
1948	171	EFNB2
6142	171	RPL18A
3937	171	LCP2
990	171	CDC6
23633	171	KPNA6
1058	171	CENPA
10232	171	MSLN
26585	171	GREM1
107963955	171	LOC107963955
6580	171	SLC22A1
84617	170	TUBB6
4666	170	NACA
9447	170	AIM2
10291	170	SF3A1
23326	170	USP22
6294	170	SAFB
407000	170	MIR218-1
3113	170	HLA-DPA1
105259599	170	H19-ICR
126961	170	H3C14
267	170	AMFR
8370	170	H4C14
8200	170	GDF5
3855	170	KRT7
11171	170	STRAP
571	170	BACH1
3295	170	HSD17B4
80380	169	PDCD1LG2
11224	169	RPL35
50848	169	F11R
4016	169	LOXL1
4637	169	MYL6
8647	169	ABCB11
10134	169	BCAP31
4017	169	LOXL2
728	169	C5AR1
2358	169	FPR2
25836	169	NIPBL
10533	169	ATG7
1874	169	E2F4
11132	169	CAPN10
2524	169	FUT2
6009	169	RHEB
2252	169	FGF7
79679	169	VTCN1
7159	169	TP53BP2
239	168	ALOX12
11060	168	WWP2
406904	168	MIR1-1
5987	168	TRIM27
6338	168	SCNN1B
6361	168	CCL17
8874	168	ARHGEF7
4605	168	MYBL2
4486	168	MST1R
5694	168	PSMB6
8379	168	MAD1L1
8717	168	TRADD
2693	168	GHSR
699	167	BUB1
9733	167	SART3
64682	167	ANAPC1
8078	167	USP5
4359	167	MPZ
23517	167	MTREX
4069	167	LYZ
9987	167	HNRNPDL
5350	167	PLN
6635	167	SNRPE
56606	167	SLC2A9
1107	167	CHD3
2011	167	MARK2
2035	167	EPB41
10804	166	GJB6
5244	166	ABCB4
57447	166	NDRG2
7049	166	TGFBR3
5997	166	RGS2
4487	166	MSX1
55379	166	LRRC59
51493	166	RTCB
2801	166	GOLGA2
3562	166	IL3
6374	166	CXCL5
1601	166	DAB2
3802	166	KIR2DL1
5886	166	RAD23A
51520	166	LARS1
5898	166	RALA
407019	166	MIR27B
23186	166	RCOR1
51386	166	EIF3L
27043	166	PELP1
1650	166	DDOST
23534	166	TNPO3
23197	166	FAF2
9898	165	UBAP2L
406959	165	MIR183
5690	165	PSMB2
10980	165	COPS6
29843	165	SENP1
2348	165	FOLR1
8291	165	DYSF
6154	165	RPL26
1024	165	CDK8
25873	165	RPL36
7051	165	TGM1
215	165	ABCD1
407012	165	MIR24-1
10048	165	RANBP9
3189	165	HNRNPH3
9869	165	SETDB1
3692	165	EIF6
554	165	AVPR2
953	165	ENTPD1
309	164	ANXA6
7791	164	ZYX
839	164	CASP6
23607	164	CD2AP
8863	164	PER3
7402	164	UTRN
8773	164	SNAP23
2171	164	FABP5
4638	164	MYLK
11059	164	WWP1
8402	164	SLC25A11
4205	164	MEF2A
654	164	BMP6
8573	164	CASK
1523	164	CUX1
1605	164	DAG1
10859	164	LILRB1
6590	164	SLPI
445	164	ASS1
8754	164	ADAM9
3783	164	KCNN4
5825	164	ABCD3
6608	164	SMO
3938	164	LCT
2720	164	GLB1
5629	163	PROX1
6159	163	RPL29
1933	163	EEF1B2
3984	163	LIMK1
6310	163	ATXN1
902	163	CCNH
30011	163	SH3KBP1
3998	163	LMAN1
57761	163	TRIB3
9092	163	SART1
7432	163	VIP
6317	163	SERPINB3
28234	163	SLCO1B3
26058	163	GIGYF2
5783	163	PTPN13
51474	163	LIMA1
3188	162	HNRNPH2
3813	162	KIR3DS1
100132285	162	KIR2DS2
10458	162	BAIAP2
3693	162	ITGB5
51280	162	GOLM1
190	162	NR0B1
7827	162	NPHS2
7292	162	TNFSF4
57510	162	XPO5
6559	162	SLC12A3
10159	162	ATP6AP2
6788	162	STK3
10016	162	PDCD6
6915	162	TBXA2R
9821	162	RB1CC1
3710	161	ITPR3
4868	161	NPHS1
2303	161	FOXC2
1230	161	CCR1
406909	161	MIR124-3
8900	161	CCNA1
925	161	CD8A
6844	161	VAMP2
9513	161	FXR2
3394	161	IRF8
5929	161	RBBP5
5394	161	EXOSC10
10525	161	HYOU1
23136	161	EPB41L3
10540	161	DCTN2
3635	161	INPP5D
23603	161	CORO1C
9939	161	RBM8A
11047	161	ADRM1
916	160	CD3E
11337	160	GABARAP
3009	160	H1-5
6165	160	RPL35A
7965	160	AIMP2
8667	160	EIF3H
1615	160	DARS1
4191	160	MDH2
9129	160	PRPF3
8729	160	GBF1
1511	160	CTSG
154796	160	AMOT
1104	160	RCC1
5411	160	PNN
406901	160	MIR107
931	160	MS4A1
5691	160	PSMB3
111365141	160	LOC111365141
3069	160	HDLBP
11082	160	ESM1
6206	160	RPS12
7536	160	SF1
79602	160	ADIPOR2
3148	160	HMGB2
24145	160	PANX1
1855	160	DVL1
4144	160	MAT2A
10735	160	STAG2
7812	159	CSDE1
8260	159	NAA10
6576	159	SLC25A1
6439	159	SFTPB
6430	159	SRSF5
5358	159	PLS3
2235	159	FECH
5859	159	QARS1
11218	159	DDX20
2617	159	GARS1
6708	159	SPTA1
9378	159	NRXN1
23770	159	FKBP8
10923	159	SUB1
930	159	CD19
23560	159	GTPBP4
633	159	BGN
2566	159	GABRG2
10262	159	SF3B4
6209	158	RPS15
6627	158	SNRPA1
6041	158	RNASEL
407043	158	MIR7-1
3672	158	ITGA1
2314	158	FLII
8335	158	H2AC4
6119	158	RPA3
10672	158	GNA13
6329	158	SCN4A
2170	158	FABP3
4739	158	NEDD9
9040	158	UBE2M
29927	158	SEC61A1
6362	158	CCL18
8726	158	EED
7226	158	TRPM2
4831	158	NME2
10270	158	AKAP8
2965	158	GTF2H1
51434	158	ANAPC7
6164	158	RPL34
2273	157	FHL1
813	157	CALU
8204	157	NRIP1
5813	157	PURA
10725	157	NFAT5
5732	157	PTGER2
9536	157	PTGES
51593	157	SRRT
1525	157	CXADR
8666	157	EIF3G
2176	157	FANCC
7498	157	XDH
8431	157	NR0B2
5609	157	MAP2K7
5366	157	PMAIP1
80184	157	CEP290
3636	157	INPPL1
22985	157	ACIN1
2168	157	FABP1
4905	157	NSF
80332	157	ADAM33
2532	157	ACKR1
1129	157	CHRM2
6910	156	TBX5
7083	156	TK1
6612	156	SUMO3
4938	156	OAS1
145264	156	SERPINA12
9500	156	MAGED1
27101	156	CACYBP
3292	156	HSD17B1
4688	156	NCF2
406919	156	MIR130A
53615	156	MBD3
4920	156	ROR2
4070	156	TACSTD2
494336	156	MIR424
407053	156	MIR96
7916	156	PRRC2A
7980	156	TFPI2
3068	156	HDGF
3005	156	H1-0
407042	156	MIR34C
1982	156	EIF4G2
23352	156	UBR4
54567	156	DLL4
5893	156	RAD52
2752	156	GLUL
2962	156	GTF2F1
8828	156	NRP2
8529	156	CYP4F2
2798	156	GNRHR
2277	156	VEGFD
8683	156	SRSF9
406953	155	MIR18A
3911	155	LAMA5
288	155	ANK3
6176	155	RPLP1
10250	155	SRRM1
5441	155	POLR2L
6497	155	SKI
4502	155	MT2A
108663987	155	LOC108663987
51377	155	UCHL5
5696	155	PSMB8
5436	155	POLR2G
201163	155	FLCN
8533	155	COPS3
255239	155	ANKK1
55269	155	PSPC1
6097	155	RORC
55165	155	CEP55
8518	155	ELP1
6626	155	SNRPA
1968	155	EIF2S3
4647	155	MYO7A
10403	155	NDC80
5714	154	PSMD8
6558	154	SLC12A2
3587	154	IL10RA
3604	154	TNFRSF9
3045	154	HBD
3704	154	ITPA
8881	154	CDC16
5933	154	RBL1
6286	154	S100P
2783	154	GNB2
55660	154	PRPF40A
8929	154	PHOX2B
442904	154	MIR335
241	154	ALOX5AP
1082	154	CGB3
10848	154	PPP1R13L
442906	154	MIR338
2053	154	EPHX2
23481	154	PES1
8894	153	EIF2S2
477	153	ATP1A2
8835	153	SOCS2
9319	153	TRIP13
5896	153	RAG1
8480	153	RAE1
9444	153	QKI
22820	153	COPG1
10666	153	CD226
5730	153	PTGDS
5955	153	RCN2
2554	153	GABRA1
7324	153	UBE2E1
7818	153	DAP3
493	153	ATP2B4
539	153	ATP5PO
116	153	ADCYAP1
6059	153	ABCE1
8407	153	TAGLN2
51185	152	CRBN
27183	152	VPS4A
3161	152	HMMR
51726	152	DNAJB11
8971	152	H1-10
5187	152	PER1
10051	152	SMC4
4090	152	SMAD5
55704	152	CCDC88A
27040	152	LAT
378	152	ARF4
4644	152	MYO5A
10733	152	PLK4
3912	152	LAMB1
4722	152	NDUFS3
26523	152	AGO1
406899	152	MIR106A
3857	152	KRT9
10726	152	NUDC
26168	152	SENP3
994	152	CDC25B
